"text","createdAt","retweetCount","viewCount"
"RECORDE: Valor de mercado da Petrobras atinge marca histórica de R$ 525 Bilhões.

Ações da empresa valorizaram quase 70% desde o primeiro dia do Lula na Presidência da República. https://t.co/Awzn8jTejB","Thu Oct 19 11:43:38 +0000 2023","570","70538"
"Ações da Mondelez (Lacta) caiu 6,35% no valor de mercado. Felipe  Neto phodeu com a Lacta. Não vai ter  Bis. HAHAHAHA https://t.co/4MBSbYtyvK","Fri Oct 13 22:54:19 +0000 2023","673","39847"
"🇵🇸 Hamas usou ataque de 7 de outubro para lucrar no mercado de ações 

🇮🇱 Hamas used October 7 attack to profit from the stock market

O grupo terrorista Hamas pode ter lucrado no mercado de ações com seu ataque de 7 de outubro a Israel.

Um estudo encontrou um aumento significativo na venda a descoberto em ETFs de empresas israelenses nos dias anteriores ao ataque.

O volume de vendas superou o observado em outras crises na região.

Também foi identificado um aumento acentuado no comércio de opções de alto risco com datas de vencimento curtas em empresas israelenses, expirando logo após os ataques.

As informações foram divulgadas em estudo de Robert J. Jackson, Jr. e Joshua Mitts, da Columbia Law School.","Tue Dec 05 00:47:38 +0000 2023","144","15277"
"[INFO] “Em uma das performances era ela como uma senhora de escritório estressada com a quebra do mercado de ações [..] MEU DEUS, quando ela jogou a gravata e os óculos”

© lisamygem

LALISA CRAZY GIRL SHOW
#LISAxCRAZYHORSEPARIS https://t.co/9q4wNx0Pge","Thu Sep 28 19:27:46 +0000 2023","185","51797"
"“Historicamente, o mercado de ações entra em colapso após o primeiro corte nas taxas do Fed. O mercado prevê que o primeiro corte nas taxas ocorrerá em meados de 2024.”

Ft: @burrytracker https://t.co/mdzaoE4YHi","Mon Dec 04 09:36:11 +0000 2023","7","19102"
"-Culpados pela DESGRAÇA que é o @Atletico 
Lula
Kalil
Dilma
PBH
Coudet
Mercurio Retrogrado
Covid
Vale SA
Nintendo
Albert Einstein 

-Inocentes
Amansados
4R's
Rainha da inglaterra","Sat Jul 08 23:20:39 +0000 2023","74","11490"
"@conexaopolitica Cena histórica! Parabéns patriotas","Sun Jan 08 18:14:23 +0000 2023","4","34510"
"MAIS 1crime contra o povo está prestes a acontecer c/a privatização d ELETROBRÁS lucrativa,ref.intern.9o.&gt;empr setor eletr mundo,soberania energ,47 represas=PRIVATIZA AUTOM BACIAS DE ÁGUA DOCE

Lembra da Vale?

""Mas,afinal,quem são os donos da Vale S.A.?""
https://t.co/gCsKBUPRVY","Sat Jan 22 18:00:59 +0000 2022","13",
"Sim...lula criticava a ação de Lech Valesa, mas copiava o que lhe convinha. O que fascinava artistas, jornalistas, intelectuais, na época, era o conceito utópico de 'igualdade social',  embora nenhum deles, em sua maioria, tivesse contato algum com povo de verdade. Muitos dessa velha guarda continuam por aí, enchendo o saco, inventando notícia e fumando a mesma maconha estragada.","Tue Sep 19 17:40:32 +0000 2023","9","1068"
"@marcoangeli Bem, era o sindicalista arruaceiro da grreve do ABC... PT na época ainda era o partido dos “acadêmicos” &amp; intelectuais das universidades... abrigaram Lula pq era o Lech Valesa tupiniquim...","Tue Sep 19 17:32:32 +0000 2023","2","907"
"Em julho de 2022, André Esteves declarou que gostaria de tornar o BTG Pactual #BPAC11 maior que o Itaú Unibanco #ITUB4, maior banco privado do país.

Ontem, ele ultrapassou o Bradesco #BBDC4 e se tornou o 2º maior banco em valor de mercado listado na B3.

No vídeo, um histórico: https://t.co/KnSzPC4W4o","Tue Aug 08 22:39:06 +0000 2023","14","30058"
"Desde 2006 andam juntos. BBDC4 e ITUB4. Agora abriu uma boca de jacaré. 
Será que é divórcio? https://t.co/5hJOP9cDOI","Mon Dec 11 22:03:12 +0000 2023","2","7171"
"#ITUB4
Gostei do resultado.

Mg. financeira cresceu e ajustando pelo risco também cresceu, sinalizando ganho de eficiencia e nao puramente jogar mais risco na carteira de credito pra render mais.

Inadimplencia 15 a 90 caindo bem, deve refletir na +90 em alguns meses, o que vai melhorar o ROE eventualmente.

Demais setores (seguros, previdencia, capitalizacao) crescendo e ajudando no aumento do lucro.

Basileia bem encorpado, aumentando bastante de um ano pro outro.

Resumindo: ganhou rentabilidade, ganhou eficiencia, inadimplencia em ponto de inflexao, outros setores performando bem e tudo isso aumentando a seguranca do banco","Mon Nov 06 23:08:24 +0000 2023","3","19829"
"Falaram que não devia comparar o tesouro IPCA com o IBOVESPA mas sim com as principais ações vale3, petro4, e bancos (itub4 e bbdc4), comparei o tesouro IPCA 2024 com elas o resultado foi este: https://t.co/JMedVZ4XYO","Mon Mar 13 22:44:40 +0000 2023","6","16311"
"E o Itaú mudou a logo para comemorar o centenário e deixou a cor azul depois de décadas. 

Segundo o banco foram 22 meses de estudo para fazer essa alteração. 

Gostaram?

#ITUB4 https://t.co/4ryZCXXs4C","Thu Dec 07 01:31:49 +0000 2023","1","48501"
"ITUB4 - #ITUB4 - Semanal em cima de uma LTA de 3 anos.

BBDC4 ta quase nos níveis do COVID.

A coisa ta feia. https://t.co/W0jf0B4csh","Tue Dec 13 22:10:31 +0000 2022","4",
"Pessoal precisa lembrar que o indice no Brasil grande peso é Petr4, Vale3, itub4 e bbdc4. 

Petrobras a unica que esta no mesmo valor de 2019. Esses 120k do ibov foi somente petr4 segurando e algumas do small11 tendo repique forte. 

Mas bullmarket mesmo só quando commodities voltarem puxar o minerio, crise de inadimplencia dos bancões passar (RCN 🤡 cortar selic consideravelmente), e balancos das small11 de fato melhorarem, entao economia real só 2024… Porem a bolsa pode ja comecar andar mais forte a partir de nov, essa é minha expectativa. 

Mas agora não vejo indice com grandes movimentos. Ações especificas sim vao ter bastante vol -+40%/60% dependendo dos balanços do 2t23, 3t23.

Essa é minha opniao pessoal, ja que nenhum analista ou influencer fala nada depois de terem errado tudo nos ultimos 3 anos. Por isso que todos viraram analistas politicos com vies, mercado comeu eles. 

*não é recomendação.","Sat Jul 15 19:14:17 +0000 2023","3","36935"
"🤑 RESPEITO resume o balanço do Itaú (#ITUB4) no 4T https://t.co/J2yNPVohF8","Thu Feb 10 23:26:06 +0000 2022","2",
"#ITUB4 - Itaú
COMPRA de 25.610.230 ações PN ao PM de R$ 26,50, totalizando R$ 678.559.763,24. https://t.co/8xt8Vc5P0J","Fri Mar 10 13:38:59 +0000 2023","7","24927"
"Retorno de alguns dos melhores ativos e líquidos da bolsa (com os dividendos reinvestidos) desde o início do plano real (29 anos):

WEGE3: 237.000% (equivale a 180% do CDI);
ITUB4: 40.250% (equivalente a 140% do CDI);
VALE3: 31.880% (equivalente a 135% do CDI);
PETR4: 14.840% (equivalente a 116% do CDI).
IBOV: 3.194 (equivalente a 81% do CDI).

Conclusões?","Mon Jul 17 18:31:29 +0000 2023","23","103339"
"Semana quente de resultados. 
Hoje tem #ITUB4 https://t.co/ZMndqgQCkD","Mon Nov 06 10:56:17 +0000 2023","2","3699"
"Primeiro.... obtenha dados confiáveis. 

Exemplo: qual foi o retorno total (considerando proventos, splits e grupamentos) de ações ITUB4 de jan/2010 até ontem?

Fonte 1 diz 37.6%
Fonte 2 diz 203.3%
Fonte 3 diz 144.2%

Qual o correto ? (if any) https://t.co/xe28CD5aRC","Sat Apr 09 22:51:06 +0000 2022","5",
"Ibovespa esteve em todo lugar do gráfico, hoje: embaixo, em cima, no meio, de lado, etc. Acabou fechando em moderada alta de +0,4%. Destaques para os bancos: Bradesco (BBDC4) +1,58%; Itausa (ITSA4) +0,81%; Itaú/Unibanco (ITUB4) +0,72% e Banco do Brasil (BBAS3) +0,69%. https://t.co/ZnRfomWD7l","Wed Aug 03 20:36:45 +0000 2022","18",
"Estou tomado em ITUB4 por opções com compra de volatilidade...

Tá tão na cara os 30, que dá medo. Concorda? https://t.co/tCDe18WpfL","Sun Jun 18 18:18:44 +0000 2023","2","12095"
"Muito bom ser estagiário!

Quem investiu 1000 reais em cada uma teria:

MGLU3: 255,20📉
ITUB4: 1836,30🫤
#BITCOIN: 4735,78📈

Faça sua escolha! https://t.co/sy58fM1cZ5","Wed Nov 01 14:46:29 +0000 2023","8","5531"
"#PETR4 +2,73% #VALE3 +2,34% e #ITUB4 +2,19% carregando o #Ibovespa nas costas hoje. https://t.co/2HJCNUeDpc","Thu Sep 22 19:25:45 +0000 2022","1",
"Em 20 anos #PETR4 #ITUB4 e #VALE3 bateram por muito, CDI , S&amp;P500 e Ibovespa.

Quando retiramos estes ativos de uma carteira que precisa bater o Ibovespa reduzimos a chance. https://t.co/ZrS6ohTSBg","Wed Sep 06 12:44:03 +0000 2023","2","7447"
"ITUB4 com o dobro de volume de PETR e maior que VALE
👀 https://t.co/VQ4F9ewPl3","Thu Jun 29 19:10:40 +0000 2023","1","2431"
"O #Itau fez uma proteção (hedge) de 2 bilhões para se proteger de uma possível vitória do PT nas eleições…

#ITUB4… e você? Já está fazendo alguma proteção para seg portfólio? https://t.co/okbIxtFGYF","Fri Feb 11 21:25:21 +0000 2022","6",
"🧶𝐑𝐞𝐬𝐮𝐥𝐭𝐚𝐝𝐨𝐬 𝐭𝐫𝐢𝐦𝐞𝐬𝐭𝐫𝐚𝐢𝐬 𝐝𝐨 𝐁𝐚𝐧𝐜𝐨 @𝐢𝐭𝐚𝐮  - Siga os 4 tópicos:
📈 Crescimento e rentabilidade 
🏦 Bancões como ótimas opções para carteira
💰 Dividend yield atraente
🎯 Guidance para 2023 reforçado no 1T23
#Bancos #investimentos #itub4
👇👇👇👇 https://t.co/3FXmLU6bbp","Mon May 08 15:37:01 +0000 2023","2","11068"
"Ontem a casa da minha vizinha pegou fogo, em Acari e ela perdeu tudo. É um casal e eles tem um filho pequeno, quem puder ajudar com qualquer coisa, seja roupa ou dinheiro, qualquer ajuda será bem vinda 🙏🏻

Pix: 21994414349
Adriana Francisco
Banco Itaú

COMPARTILHEM 🙏🏻 https://t.co/sTwsVu6zyW","Sat Nov 18 15:35:19 +0000 2023","384","77856"
"Qual vai quebrar primeiro, Bradesco ou Itaú? Façam suas apostas. Itaú (Black Rock em tupi Guarani) já está sendo investigado por lavagem de dinheiro no Paraguai enquanto que o Bradesco já deixou várias contas com saldo negativo indevidamente. https://t.co/iSWucklxFa","Fri Dec 08 02:22:10 +0000 2023","191","15402"
"caralho esse comercial do itau, que fodaaaaa https://t.co/loiwdhStBV","Fri Dec 08 00:30:35 +0000 2023","30","16494"
"entre tantos entendedores, o melhor comentário sobre o rebranding do itau https://t.co/Ck1AueJQNy","Fri Dec 08 16:30:14 +0000 2023","797","230275"
"Ô Lula, teus amigos querem quebrar o Banco do Brasil? Qual o plano? Criminalizar o Banco pra vendê-lo a preço de banana pro Itaú ou pro BTG?

Todo dia uma vassalagem diferente... https://t.co/qCV5DbsXCn","Tue Dec 05 00:44:33 +0000 2023","824","63077"
"Fala tropa, pra quem não sabe o Claudinho é o membro que faz a manutenção, faz a segurança e também cuida dos nossos objetos pessoais quando nao podemos levar no Maracanã, como ato de gratidão está rolando esse presente de natal pra ele deixarei o pix abaixo:
018.475.347-32 
Itaú https://t.co/kfN4JWJgta","Thu Dec 14 22:00:56 +0000 2023","160","45647"
"Ou você gostou da logo nova do Itaú ou você tá errado. Só tem duas opções. https://t.co/wlcNgQZY2e","Thu Dec 07 16:10:36 +0000 2023","48","104325"
"demi lovato no rock in rio 2024 só se o jutes puder se apresentar no palco itaú https://t.co/DRs3BkGo1I","Tue Nov 14 00:33:17 +0000 2023","46","22543"
"R$ 13 milhões em rebranding para transformar o Itaú em Fanta… https://t.co/boJFWwLIpz","Sat Dec 09 07:10:16 +0000 2023","177","32130"
"Itaú mudou a marca.
O projeto levou 22 meses entre pesquisa e desenvolvimento pra ser feito e provavelmente custou milhões de reais.

Você curtiu? https://t.co/WPhtIdzcbi","Thu Dec 07 10:12:32 +0000 2023","102","1094139"
"🚨 Aparição de Madonna em nova campanha publicitária do Itaú aumenta rumores de que a rainha do pop venha para o Rock in Rio.

O banco é patrocinador oficial do festival! https://t.co/dWmmgcg9Ot","Wed Dec 06 23:53:04 +0000 2023","117","205141"
"🚨URGENTE:

Ex-senador Telmário Mota, Amigo de Bolsonaro, Transferido para Roraima após Prisão por Tentativa de Homicídio contra a Mãe de sua Filha.

Siga este perfil para combater o fascismo.

Moro, Camila, Terroristas, Itaú, Alesp https://t.co/4sjKybg9WH","Thu Dec 07 19:03:44 +0000 2023","180","11565"
"Vazaram o comercial do Itaú gente https://t.co/stWJBggQWv","Thu Dec 07 13:43:26 +0000 2023","16","12365"
"Itaú fazendo 100 anos em 2024, Madonna celebrando os 40 anos de carreira nos 40 anos de Rock in Rio 

A FIC TÁ PRONTA PODE ENTRAR https://t.co/IL6ziH2p8Y","Wed Dec 06 23:46:05 +0000 2023","98","27058"
"Mais de 70 estudos e 22 meses de trabalho para mudar a logo do Itaú…

Quanto você acha que o Itaú gastou neste complexo trabalho de rebranding?🤔 https://t.co/CMfLmC6bUs","Thu Dec 07 13:58:03 +0000 2023","14","82725"
"RUMOR: Madonna teria embolsado 60 MILHÕES de reais para estrelar campanha do Itaú! https://t.co/cI2vtiHewc","Thu Dec 07 17:35:05 +0000 2023","49","50671"
"Está circulando na internet alguns rumores que estão deixando a fanbase em polvorosa. Vazaram algumas imagens que supostamente fazem parte de uma campanha do banco Itaú estrelando Madonna que foram registradas em um evento fechado da empresa. https://t.co/DhmJ0mdC6E","Thu Dec 07 02:22:42 +0000 2023","44","22380"
"A mais nova cliente do @itau https://t.co/ira5yWxSs6","Fri Dec 08 13:57:56 +0000 2023","88","21454"
"O Itaú vai fazer 100 anos, em comemoração decidiram pensar em uma nova marca.

22 meses de trabalho, 70 estudos diferentes, 100 tipografias, centenas de milhões de reais e o resultado foi esse… https://t.co/E8HinaamdH","Thu Dec 07 14:19:48 +0000 2023","108","692795"
"🚨URGENTE - Milei oficializa plano de privatizar a YPF, a “Petrobras argentina”, os Correios e mais 39 estatais

No total, 41 estatais foram listadas para  possível privatização https://t.co/FKCdjeCC0L","Thu Dec 28 16:42:20 +0000 2023","336","15635"
"""O mercado não vai gostar da medida adotada pela Petrobrás"".

As ações da Petrobrás agora: https://t.co/AmHchs8CZ4","Tue May 16 14:28:22 +0000 2023","2263","1709586"
"Jean Paul Prates tá se saindo melhor que a encomenda.
Estou hiper convencido que Lula foi cirúrgico ao colocá-lo na presidência da Petrobras.
Aqui ele responde a jornalista e a deixa desconcertada.
 https://t.co/sLglh7PCnd","Sun Dec 31 10:28:45 +0000 2023","889","101678"
"Pós eleições a Petrobras #PETR4 fez um padrão gráfico chamado de Faz o L. 
-31,66%. https://t.co/Gmb05eX8Ir","Thu Nov 10 15:44:22 +0000 2022","2010",
"Distribuição de dividendos não é sangria.

Eu como brasileiro prefiro que a a Petrobras pague dividendos para que o Estado utilize esses recursos para fazer políticas públicas, inclusive bancar os 600 reais aos mais necessitados. 

Melhor que comprar Refinaria superfaturada. https://t.co/4fBrOKHIIq","Thu Nov 03 12:55:50 +0000 2022","643",
"DEDO DE QUEM? Daquele que você deve estar imaginando...

Eu amo o povo Baiano. 
Fiquei sabendo que a Refinaria Mataripe, antiga refinaria Landulpho Alves, não irá baixar os preços dos combustíveis como a Petrobras 

Essa refinaria tem o monopólio de combustível no Estado e isso vai dificultar que o povo baiano tenha os benefícios que o povo brasileiro vai ter com a redução dos preços dos combustíveis

Adivinhem o que eu descobri? 
O governo BOLSONARO privatizou a Rlam em março do ano passado para o grupo Mubadala Capital, fundos dos Emirados Árabes Unidos, por US$ 1,65 bilhão. 
De acordo com o Instituto de Estudos Estratégicos de Petróleo, Gás Natural e Biocombustíveis (Ineep), a refinaria foi vendida por um preço 55% ABAIXO DO PREÇO DO MERCADO 

Mais um feito que devemos ao Jair. Por isso que ele foi ""tão bem votado"" na Bahia....","Wed May 17 21:06:43 +0000 2023","1597","759182"
"☀️
É com muita alegria que informo que foi iniciada, nessa manhã, a perfuração do poço 3-RNS-160 (*denominação corrigida), Pitu Oeste, na Bacia Potiguar, Margem Equatorial Brasil. 
Broca no fundo! Dedos cruzados! 
O futuro já começou! 
A PETROBRAS VOLTOU
🙏🏽🤞🤜🏽🤛🏽

MAIS INFO: 
A lâmina d’água é de 1180 metros e a profundidade total esperada é de 4230m.

Temos a expectativa de atingirmos o reservatório até o final de janeiro.

O outro poço programado é o Anhanguá que fica a aproximadamente 80 km da costa e o início dependerá da duração de Pitu Oeste. Utilizaremos a mesma sonda.

Seguem imagens aceleradas do início da perfuração de Pitu Oeste, hoje pela manhã. 

PS: *Obrigado, atento @luisf_petrofla!","Sat Dec 23 14:06:54 +0000 2023","247","39775"
"Bolsonaro falando da corrupção na Petrobras. A cara do Lula: https://t.co/jGfFcbq85R","Mon Aug 29 00:18:59 +0000 2022","1557",
"Surreal o que aconteceu na Petrobras.

- 27/04: Petrobras nomeia 6 conselheiros, sendo que 3 não poderiam ser indicados, segundo estatuto deles.

- 16/10: Entramos com uma ação pedindo afastamento desses 3 conselheiros por ferir o Próprio Estatuto DELES. https://t.co/FPDfYh3tYC","Fri Dec 01 13:18:33 +0000 2023","68","85394"
"""Se mudar a política de preços, a Petrobrás vai falir"". 

A Petrobrás:","Tue Dec 26 00:46:51 +0000 2023","558","97358"
"Hoje foi um dia de 11 VITÓRIAS consecutivas do governo @LulaOficial 

1. Mudança na Petrobras 
2. Caiu preço da gasolina
3. Caiu preço do diesel
4. Caiu preso do gás de cozinha 
5. Bolsonaro depondo há horas
6. Entrevista vexatória do Valdemar da Costa Neto
7. Deltan sendo julgado pelo TSE
8. Maioria esmagadora de aprovação de governo
9. Maioria esmagadora de aprovação pessoal do presidente 10. Ações da Petrobras SUBIRAM
11. Medidas beneficiando a classe média","Tue May 16 20:03:37 +0000 2023","4675","1297796"
"Mudando um pouco de assunto… que “despiora” da Petrobras, não?! https://t.co/ogNJknOY6z","Thu Feb 24 20:20:03 +0000 2022","4008",
"Petrobras 2016
Valor de mercado: R$ 68 bi

Petrobras 2022
Valor de mercado: R$ 520 bi
Dividendos: R$ 136 bi","Mon Oct 24 13:00:59 +0000 2022","5075",
"📚 CONCURSO DA PETROBRAS

A Petrobras divulgou hoje (26.12), edital de processo seletivo para diversas áreas de nível técnico, com 916 vagas (20% para PCD e 20% para negros) e remuneração mínima de R$ 5.878,82. 
As vagas são para os estados de São Paulo, Minas Gerais, Rio de Janeiro, Espirito Santo, Paraná, Rio Grande do Sul e Pernambuco.","Tue Dec 26 13:04:21 +0000 2023","87","62930"
"A Petrobras divulgou que recebeu R$439 milhões, só no último trimestre, em acordos de leniência da Lava-Jato. Ao todo, foram R$6,7 BILHÕES recuperados dessa forma. 

O chefe da quadrilha que assaltou a estatal estará de volta ano que vem. 🤡 https://t.co/tugUB0A76i","Wed Nov 02 14:01:46 +0000 2022","3514",
"E aí, vcs lembram do ex governador bahiano que comprou 300 respiradores, que nunca foram entregues de uma ""empresa"" de maconha? Pois é,esse gênio da negociata ,será o novo presidente da Petrobras. A ousadia da quadrilha é insuperável. https://t.co/W1DCzWfros","Mon Dec 04 13:31:15 +0000 2023","691","12823"
"É verdade, o PT provou ser possível lucrar com a Petrobras. Os corruptos todos ligados ao petrolão que o digam... https://t.co/Ub7KL9E993","Fri Jun 17 19:56:52 +0000 2022","2007",
"- Diretor Rafael Chaves e a bilionária corrupção na Petrobrás.
- Pólo GASLUB.
- Itaboraí /RJ, 31 Jan 22. https://t.co/9lTByPFHWb","Mon Jan 31 22:51:07 +0000 2022","7102",
"A Petrobrás anunciou hoje o início das negociações para recomprar a Refinaria de Mataripe — a antiga Refinaria Landulpho Alves (RLAM), na Bahia. A refinaria, a segunda maior do Brasil, foi privatizada pelo governo Bolsonaro em 2021.

1/18 https://t.co/3ewwlbAZi3","Fri Dec 22 18:21:04 +0000 2023","563","98607"
"CHINA/VALE3/MINÉRIO DE FERRO

ALGUNS DESTAQUES PARA A SEMANA.

1 - Efeito do Scrap do Minério
2 - Tendência de estoque
3 - Dados da semana
4 - Governo tentando sair do ""isolamento""
5 - Beijing incomodada com Dalian
6 - Até quando vai o rally? https://t.co/20XHJnvvv5","Mon Nov 13 01:19:12 +0000 2023","10","22191"
"o pior de tudo é que eles fazem isso na cara dura e muita pessoa física acaba se dando mal #vale3 https://t.co/lIDLXSlD0t","Wed Feb 01 13:55:26 +0000 2023","39","93897"
"VALE3/CHINA/MINÉRIO DE FERRO

Você sabe por que o julgamento da Evergrande 'micou'? Lobby. 
Apesar do julgamento ser em Hong Kong, teoricamente um país à parte, a influência de Pequim é gigante. A empresa não tem salvação, mas uma liquidação traria pressões que Pequim não deseja, principalmente agora. Seria um problema maior em um setor que já sofre há tempos.","Wed Dec 06 00:04:38 +0000 2023","6","4502"
"CHINA REPORT #10

TUDO QUE VOCÊ PRECISA SABER DO MERCADO CHINÊS ATÉ O FINAL DO ANO! 

-VALE3
-MINÉRIO DE FERRO
-MERCADO IMOBILIÁRIO
-PERSPECTIVAS

ACOMPANHE ATÉ O FINAL! https://t.co/l8LFHyPXTK","Sun Oct 01 23:25:58 +0000 2023","38","93784"
"Escolhi, na minha opniao, as 20 melhores ações das 45 que integram o ETF Divo11 (dividendos da b3):

Alup11
Bbas3
Agro3
Cmig3
Cmin3
Egie3
Goau4
Rani3
Itsa4
Kple3
Mrfg3
Petr4
Pssa3
Rapt4
Taee11
Vivt3
Trpl3
Unip6
Vale3
Vbbr3

Para quem quer ter uma carteira focada em dividendos ultra diversificada, essas 20 ações que passaram pela metodologia do idiv e meu filtro podem ser interessantes.

* NÃO É RECOMENDAÇÃO

Abaixo o link da metodologia usada pela idvi:

https://t.co/FmiFomhVYz

E anexado esta a composição completa com as 45 acoes.","Wed Jul 19 10:45:45 +0000 2023","41","209553"
"CHINA/VALE3/MINÉRIO DE FERRO

DADOS PÉSSIMOS DO IMOBILIÁRIO CHINÊS, QUANTO ISSO AFETA O MINÉRIO NO CURTO PRAZO(MESES)? 

POUCO, MUITO POUCO, QUASE NADA!

Acompanhem as imagens abaixo: dados do imobiliário e fluxo de infraestrutura

- Imobiliário privado NÃO É MAIS o maior consumidor de aço.
- Ninguém espera melhora do imob, nem Beijing
- Acho o patamar atual do minério caro, principalmente no risco de upside
- Acompanhar apenas dados do imobiliário é operar olhando retrovisor
- Infra compensou a queda do imobiliário
- O preço até jan/fev segue o fluxo de estoques e expectativas das fábricas para o ano novo chinês","Mon Nov 20 00:21:06 +0000 2023","5","10448"
"Fui abrir a carteira do NDIV11, o novo ETF de dividendos que vai ter por aqui. 

Eu como um bom inocente abri achando que ia ser só elétrica, banco, saneamento, etc.

Mas não, entupiram de commodity: BRAP4, CMIN3, CSNA3, GGBR4, GOAU4, MRFG3, PETR4 e VALE3.

Os anos de 2021/22 foram uma das piores coisas que aconteceram pra quem gosta de dividendos. 

Commodity é risco DEMAIS e o investidor de dividendos tem que tomar cuidado dobrado com esse tipo de empresa. 

No topo pagam muito, mas depois a perda vem no preço da ação (quando o ciclo vira) e eu prometo pra vocês que commodity nenhuma paga dividendo no low do ciclo.","Sat Sep 30 01:55:24 +0000 2023","7","64190"
"VALE3/CHINA/MINÉRIO DE FERRO
1/3

Três gráficos muito bons: estoques de minério, estoques de aço e exportações.

A sazonalidade é interessante no estoque de minério. Reparem na tendência para os próximos meses, vai ao encontro do próximo gráfico. https://t.co/3V6tUG2mdB","Fri Nov 17 00:06:19 +0000 2023","3","14641"
"#VALE3
Nossa Valesca anunciou um provento de R$ 2,33 por ação, ou um DY de 3,5%.

Além disso, anunciaram um programa de recompra de 150 milhões de ações, ou seja, 3,5% do free float.

Já que voces nao puxam o papel, a empresa vai fazer o favor de raspar no fundo. https://t.co/z3pVHWknBW","Thu Oct 26 19:16:56 +0000 2023","12","14334"
"Ibovespa fecha preliminarmente com queda de 0,8%, aos 103,4 mil pontos, pressionado por perdas de Petrobras (PETR4) e bancos; ações da Vale (VALE3) fecharam com leve queda. https://t.co/KIbnnSVaen","Thu Mar 02 23:57:11 +0000 2023","6","678"
"🚨 COMO FUNCIONA A MANIPULAÇÃO DO IBOV

Já perceberam que as vezes está tendo um mar de 🩸🩸🩸 na sua carteira, mas o índice só cai 1% ?

Esse foi um daqueles dias.

Na maioria das vezes o índice é segurado pelo FLUXO e ROTATION entre 3 ativos:

- VALE3
- PETR4
- BANCOS

Isso é nitidamente perceptível em dias que parece que o mundo vai acabar, mas não é refletido % no Ibovespa.

Pode reparar que tem pelo menos um dos 3 positivos ou levemente neutro.

PRA CAIR FEIO, OS 3 PRECISAM CAIR JUNTOS","Sat Oct 14 08:13:56 +0000 2023","11","16751"
"Ja que muita gente pediu, segue uma carteira de 20 açoes para os proximos 2-5 anos com 10 melhores de divo11 e smal11 na minha opniao: 

Petr4
Vale3
Cmin3
Goau4
Itsa4
Bbas3
Pssa3
Egie3
Cmig3
Unip6
Smto3
Slce3
Embr3
Eztc3
Ceab3
Pomo4
Rapt4
Kple3
Leve3
Tupy3 

Eu alocaria 60% igualmente nas 10 primeiras e 40% igualmente nas outras. 

Reinvestiria os dividendos trimestrealmente igualmente entre elas. Enquanto isso coolocaria os dividendos em imab11.

E ai o que acham? Quais tirariam ou adicionariam? 

Obs: Não é recomendaçao!!","Thu Aug 24 15:31:26 +0000 2023","18","93689"
"VALE ASSINA ACORDO PARA FORNECER 4 MILHÕES DE TONELADAS DE MINÉRIO DE FERRO POR ANO PARA ARÁBIA SAUDITA

A Vale (#VALE3) e o grupo siderúrgico indiano Essar firmaram parceria para fornecimento de minério de ferro para o projeto Green Steel Arabia (GSA), na Arábia Saudita. A Vale fornecerá 4 milhões de toneladas por ano de aglomerados (pelotas ou briquetes) para a rota de redução direta. Os briquetes serão produzidos pela Vale no próprio “mega hub” da Arábia Saudita. Já as pelotas poderão ser produzidas pela empresa em Omã ou no Brasil. “Esse acordo representa um passo importante no desenvolvimento dos 'mega hubs', um modelo de negócio inovador que tem como objetivo apoiar a descarbonização do setor siderúrgico e contribuir para a luta global contra a mudança climática”, explica o vice-presidente de soluções de minério de ferro, Marcello Spinelli. “Além da Arábia Saudita, também anunciamos 'mega hubs' nos Emirados Árabes Unidos e em Omã.”  

Fonte: BDM","Mon Sep 11 22:13:45 +0000 2023","14","31968"
"Resultados acima da expectativa da VALE (VALE3)

Lucro líquido: R$ 13,9 bi (-35,7%)

Ebitda ajustado: R$ 20,4 bi (+14%)

Resultado acima das expectativas, mesmo com cenário desafiador na China. https://t.co/5HVvckEv3E","Thu Oct 26 22:45:36 +0000 2023","4","9123"
"Pananapanema (PMAM3) - Prejuízo de R$ 382 milhões. Isso aqui foi feio demais, empresa está com baixo capital de giro a parando as produções em alguns momentos :(

Em 1990 a empresa já chegou a ser 25% do Ibovespa, muito superior à PETR4 e VALE3, hoje ela vale praticamente zero em relação à antigamente.

Lembrando que a VALE já tentou comprar a PMAM3 quando estava bem das pernas, pelo valor de R$ 2 bi em 2010. Hoje vale menos de R$ 200 milhões POIS OS ACIONISTAS REJEITARAM A OFERTA DA VALE, acredito que devem estar arrependidos até hoje...","Fri Nov 10 22:08:30 +0000 2023","6","36710"
"É hora de comprar Vale? Ações têm sido vistas como baratas por analistas, mas grande dúvida é o que será da economia da China, principal compradora do minério de ferro da empresa. BTG sugere entrar no papel com visão de longo prazo; comentei na TC Rádio #VALE3 @tcinvestimentos https://t.co/ma9J2ifnco","Tue Jul 18 17:58:35 +0000 2023","5","9456"
"🫡🫡 Se eu tivesse que montar uma carteira de 20 ações que eu não pudesse tocar nos próximos 20 anos: 

Itsa4
Bbas3
Bpac11
Pssa3
Cxse3
Vale3 
Cmin3
Petr4
Ugpa3
Egie3
Trpl4
Eqtl3
Slce3
Agro3
Smto3 
Rani3
Wege3
Tots3
Tupy3
Kepl3

O que acham? 

Obs: Reinvestiriaos dividendos igualmente entre todas. 

Obs2: NÃO È RECOMENDAÇÃO!","Thu Dec 21 10:58:35 +0000 2023","3","22214"
